path,true,pred
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__18_8506216.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__19_1130918.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__1_2201613.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__1_5317225.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__20_3386509.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__22_5441616.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__23_9703594.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__24_1762733.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__24_4277394.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__26_4918340.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__27_1331088.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__27_2175023.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__27_34922.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__27_5355111.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__28_4272033.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__28_4289017.png,Crape_Jasmine,Indian_Beech
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__28_7439671.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__28_8267238.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__29_8405476.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__2_5851287.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__30_1633025.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__30_8102100.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__31_8084311.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__32_1170382.png,Crape_Jasmine,Indian_Mustard
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__32_3253998.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__32_3735255.png,Crape_Jasmine,Indian_Mustard
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__32_6983875.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__32_773883.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__32_9415993.png,Crape_Jasmine,Indian_Mustard
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__33_1168748.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__33_2111985.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__34_8222961.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__34_9889927.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__35_8670324.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__36_7327710.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__37_291431.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__38_4003218.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__38_6169319.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__38_6823506.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__38_7686163.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__39_2808013.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__39_4960524.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__39_7419731.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__39_8093161.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__39_871798.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__39_8924405.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__3_8603308.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__40_1267108.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__40_162649.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__40_5247492.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__41_4443763.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__43_1142922.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__43_7111314.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__43_8997286.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__44_2931193.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__44_6463527.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__44_7324609.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__47_1819986.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__47_5061668.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__47_6261352.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__48_7793852.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__49_4779674.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__49_7026868.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__4_8540216.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__4_9000336.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__50_9330649.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__51_8771761.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__52_402023.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__54_1527311.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__55_5991881.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__55_9526265.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__5_2844571.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__5_9995467.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__6_1659875.png,Crape_Jasmine,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__7_1220489.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__7_74909.png,Crape_Jasmine,Jasmine
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__8_2514618.png,Crape_Jasmine,Rasna
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__8_8510082.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__9_2350985.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Crape_Jasmine\__9_259854.png,Crape_Jasmine,Curry
C:/MedicinalPlantApp\data\val\Curry\__0_5468055.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__0_7508949.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__10_2080443.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__10_4029105.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__10_8436127.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__11_219082.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__11_8966010.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__12_8246806.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__13_1499456.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__13_6898480.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__13_7262052.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__14_2575426.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__14_3980800.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__14_4290423.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__14_9688354.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__15_2955516.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__16_6021030.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__16_765193.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__18_7362030.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__19_6082621.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__19_6713060.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__20_5469107.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__20_888766.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__21_5646018.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__21_5745470.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__22_7595635.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__23_1842097.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__23_5489627.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__23_7466581.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__24_5628297.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__25_1619310.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__25_1652007.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__25_6236980.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__25_975166.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__26_7545530.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__28_4382293.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__29_680256.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__2_2452583.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__2_6517256.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__30_8276820.png,Curry,Mango
C:/MedicinalPlantApp\data\val\Curry\__31_5510639.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__31_5547429.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__32_8087599.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__33_529855.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__34_3718683.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__34_4359026.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__35_9760678.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__36_3041797.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__36_8222909.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__36_8479750.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__36_9900128.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__37_2420219.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__37_8765384.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__38_1645453.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__39_323242.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__39_5286660.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__3_4065050.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__3_5087984.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__41_6646522.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__41_8417610.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__42_1030717.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__42_2739009.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__44_6888120.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__44_9060030.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__45_7699482.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__45_8939796.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__46_5724262.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__46_6169877.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__47_4265896.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__47_4375491.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__47_6961662.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__48_6168298.png,Curry,Tulsi
C:/MedicinalPlantApp\data\val\Curry\__48_670614.png,Curry,Tulsi
C:/MedicinalPlantApp\data\val\Curry\__48_7753593.png,Curry,Tulsi
C:/MedicinalPlantApp\data\val\Curry\__49_8472975.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__4_6773718.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__50_9287199.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__51_7999641.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__52_5416015.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__52_6057193.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__53_4089356.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__53_5511028.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__53_6628172.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__54_2926032.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__55_718581.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__57_423259.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__59_7132314.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__5_1456646.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__5_3930376.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__5_452850.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__5_596396.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__5_6560903.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__6_5296.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__7_3643504.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__7_4159429.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__7_5065346.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__7_5291601.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__8_8207995.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__8_9698479.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Curry\__9_5070696.png,Curry,Drumstick
C:/MedicinalPlantApp\data\val\Drumstick\__11_9038990.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__12_8801477.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__12_9092624.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__13_146759.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__13_5064983.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__13_9676746.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__15_249726.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__17_5884426.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__18_2953767.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__18_4055563.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__18_4875537.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__19_3603996.png,Drumstick,Guava
C:/MedicinalPlantApp\data\val\Drumstick\__1_3174800.png,Drumstick,Mango
C:/MedicinalPlantApp\data\val\Drumstick\__20_1579803.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__20_9700978.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__21_5355407.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__21_5945602.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__21_8468872.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__21_8823208.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__23_5797322.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__23_8857361.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__23_9824230.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__24_4510547.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__26_2315532.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__26_6613094.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__26_9678845.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__27_7052336.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__28_7358375.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__28_9676879.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__29_3576714.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__29_7473801.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__29_86470.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__2_2251896.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__30_2678453.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__31_12570.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__31_2952725.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__33_6086342.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__33_7348097.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__33_7532325.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__34_4967304.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__35_411780.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__36_1102530.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__36_8871101.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__37_4641444.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__37_6384421.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__38_9959284.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__39_9550834.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__40_1167164.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__41_1297985.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__43_1084443.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__43_2660905.png,Drumstick,Lemon
C:/MedicinalPlantApp\data\val\Drumstick\__43_9194648.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__44_3493582.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__45_4552903.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__45_518184.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__45_7081508.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__46_6603288.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__46_7251609.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__46_995304.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__47_3254046.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__49_456077.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__49_7997391.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__50_3312011.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__50_7393711.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__51_3590392.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__51_5758446.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__52_4260016.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__52_9316239.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__53_6581933.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__53_9435132.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__54_505019.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__55_4940762.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__56_527453.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__56_89122.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__57_1328043.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__59_2528239.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__5_6275071.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__5_8578799.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__62_1513796.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__62_4799382.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__62_5684901.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__63_1295124.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__64_2181037.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__66_8371881.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__66_9546828.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__68_2053030.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__68_3134324.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__68_3661730.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__6_1352986.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__6_4529644.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__70_4203269.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__70_8136574.png,Drumstick,Lemon
C:/MedicinalPlantApp\data\val\Drumstick\__73_5556870.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__74_4355905.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__75_126065.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__75_9233335.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__76_7206571.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__7_2155982.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__7_626778.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Drumstick\__8_2615943.png,Drumstick,Fenugreek
C:/MedicinalPlantApp\data\val\Fenugreek\__0_4440272.png,Fenugreek,Guava
C:/MedicinalPlantApp\data\val\Fenugreek\__0_9949033.png,Fenugreek,Mango
C:/MedicinalPlantApp\data\val\Fenugreek\__10_2865152.png,Fenugreek,Guava
C:/MedicinalPlantApp\data\val\Fenugreek\__10_2940081.png,Fenugreek,Guava
C:/MedicinalPlantApp\data\val\Fenugreek\__11_1659755.png,Fenugreek,Guava
C:/MedicinalPlantApp\data\val\Fenugreek\__11_1957240.png,Fenugreek,Guava
C:/MedicinalPlantApp\data\val\Fenugreek\__11_7915326.png,Fenugreek,Guava
C:/MedicinalPlantApp\data\val\Fenugreek\__11_8151239.png,Fenugreek,Guava
